movie_id,movie_year,trivia,mpaa,release_date,runtime,budget,html
tt0109830,1994,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",PG-13,July 6,2 hr 22 min,55000000,https://www.boxofficemojo.com/title/tt0109830/credits/
tt0109831,1994,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",R,March 11,1 hr 57 min,4400000,https://www.boxofficemojo.com/title/tt0109831/credits/
tt0109836,1994,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",R,November 4,2 hr 3 min,45000000,https://www.boxofficemojo.com/title/tt0109836/credits/
tt0110005,1994,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",R,November 16,1 hr 39 min,5000000,https://www.boxofficemojo.com/title/tt0110005/credits/
tt0110074,1994,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,PG,March 11,1 hr 51 min,40000000,https://www.boxofficemojo.com/title/tt0110074/credits/
tt0110097,1994,"An aspiring actor has his life turned upside down when his ex-wife dumps off their bossy, wild daughter into his custody.",PG-13,February 4,1 hr 55 min,40000000,https://www.boxofficemojo.com/title/tt0110097/credits/
tt0110099,1994,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from Einstein and his friends.",PG,December 25,1 hr 40 min,25000000,https://www.boxofficemojo.com/title/tt0110099/credits/
tt0110148,1994,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",R,November 11,2 hr 3 min,60000000,https://www.boxofficemojo.com/title/tt0110148/credits/
tt0110197,1994,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",R,April 1,1 hr 52 min,30000000,https://www.boxofficemojo.com/title/tt0110197/credits/
tt0110216,1994,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",PG-13,November 23,1 hr 49 min,60000000,https://www.boxofficemojo.com/title/tt0110216/credits/
tt0110265,1993,"The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",R,August 19,1 hr 36 min,1500000,https://www.boxofficemojo.com/title/tt0110265/credits/
tt0110357,1994,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.",G,June 15,1 hr 28 min,45000000,https://www.boxofficemojo.com/title/tt0110357/credits/
tt0110367,1994,The March sisters live and grow in post-Civil War America.,PG,December 21,1 hr 55 min,18000000,https://www.boxofficemojo.com/title/tt0110367/credits/
tt0110391,1994,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantic on board the ship sent to take the passengers to a larger island. They agree to meet in New York City three months later to see if the attraction is real. One shows up, the other doesn't, but they run into each other afterwards.",PG-13,October 21,1 hr 48 min,60000000,https://www.boxofficemojo.com/title/tt0110391/credits/
tt0110475,1994,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,PG-13,July 29,1 hr 41 min,23000000,https://www.boxofficemojo.com/title/tt0110475/credits/
tt0110598,1994,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",R,March 10,1 hr 46 min,9000000,https://www.boxofficemojo.com/title/tt0110598/credits/
tt0110622,1994,Frank Drebin Leslie Nielsen comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,PG-13,March 18,1 hr 23 min,30000000,https://www.boxofficemojo.com/title/tt0110622/credits/
tt0110632,1994,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,R,August 26,1 hr 58 min,34000000,https://www.boxofficemojo.com/title/tt0110632/credits/
tt0110687,1994,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",PG,July 22,1 hr 27 min,40000000,https://www.boxofficemojo.com/title/tt0110687/credits/
tt0110725,1994,A mystical martial artist/environmental Agent takes on a ruthless oil corporation.,R,February 18,1 hr 41 min,50000000,https://www.boxofficemojo.com/title/tt0110725/credits/
tt0110912,1994,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",R,October 14,2 hr 34 min,8000000,https://www.boxofficemojo.com/title/tt0110912/credits/
tt0110944,1994,Love between the representatives of two warring tribes changes the balance of power on the whole remote island.,R,September 9,1 hr 47 min,20000000,https://www.boxofficemojo.com/title/tt0110944/credits/
tt0110989,1994,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,PG,December 21,1 hr 35 min,40000000,https://www.boxofficemojo.com/title/tt0110989/credits/
tt0111070,1994,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.",PG,November 11,1 hr 37 min,22000000,https://www.boxofficemojo.com/title/tt0111070/credits/
tt0111127,1994,A sweet mother finds herself participating in homicidal activities when she sees the occasion call for it.,R,April 13,1 hr 35 min,13000000,https://www.boxofficemojo.com/title/tt0111127/credits/
tt0111149,1994,Three friends discover their new flatmate dead but loaded with cash.,R,February 10,1 hr 29 min,2500000,https://www.boxofficemojo.com/title/tt0111149/credits/
tt0111161,1994,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",R,September 23,2 hr 22 min,25000000,https://www.boxofficemojo.com/title/tt0111161/credits/
tt0111187,1994,An autistic boy witnesses his parents' double murder. A controversial therapist seeks to probe the child's mind in order to solve the case.,R,October 28,1 hr 41 min,30000000,https://www.boxofficemojo.com/title/tt0111187/credits/
tt0111252,1994,"About to stay a summer internship, promising young medical student, Raymond Aibelli's mother, Susan, breaks her leg. Housebound and immobile, his father, Tom, makes Raymond stay home and take care of her. Susan's a troubled woman, and along with Raymond's own emotional strains, it leads them to intimate physical contact, which Raymond finds uneasy. He soon meets a high school girl, Toni, but his ability to handle starting a relationship with her is difficult, due to the emotionally troubling recent events in his life.",,July 15,1 hr 40 min,200000,https://www.boxofficemojo.com/title/tt0111252/credits/
tt0111255,1994,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,R,October 7,1 hr 50 min,45000000,https://www.boxofficemojo.com/title/tt0111255/credits/
tt0111257,1994,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,R,June 10,1 hr 56 min,30000000,https://www.boxofficemojo.com/title/tt0111257/credits/
tt0111280,1994,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",PG,November 18,1 hr 58 min,35000000,https://www.boxofficemojo.com/title/tt0111280/credits/
tt0111301,1994,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,PG-13,December 23,1 hr 42 min,35000000,https://www.boxofficemojo.com/title/tt0111301/credits/
tt0111359,1995,"A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.",PG,March 24,1 hr 36 min,32000000,https://www.boxofficemojo.com/title/tt0111359/credits/
tt0111400,1994,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,PG-13,September 23,1 hr 42 min,50000000,https://www.boxofficemojo.com/title/tt0111400/credits/
tt0111503,1994,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",R,July 15,2 hr 21 min,115000000,https://www.boxofficemojo.com/title/tt0111503/credits/
tt0111512,1994,A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.,R,October 20,1 hr 42 min,10000000,https://www.boxofficemojo.com/title/tt0111512/credits/
tt0111756,1994,The story of Wyatt Earp as he interacts and battles other famous figures of the Wild West era.,PG-13,June 24,3 hr 11 min,63000000,https://www.boxofficemojo.com/title/tt0111756/credits/
tt0112401,1995,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,R,October 6,2 hr 12 min,50000000,https://www.boxofficemojo.com/title/tt0112401/credits/
tt0112427,1995,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue.",R,July 21,1 hr 52 min,4000000,https://www.boxofficemojo.com/title/tt0112427/credits/
tt0112442,1995,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,R,April 7,1 hr 59 min,19000000,https://www.boxofficemojo.com/title/tt0112442/credits/
tt0112462,1995,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",PG-13,June 16,2 hr 1 min,100000000,https://www.boxofficemojo.com/title/tt0112462/credits/
tt0112471,1995,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",R,January 27,1 hr 41 min,2500000,https://www.boxofficemojo.com/title/tt0112471/credits/
tt0112508,1995,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",PG-13,February 10,1 hr 29 min,10000000,https://www.boxofficemojo.com/title/tt0112508/credits/
tt0112573,1995,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",R,May 24,2 hr 58 min,72000000,https://www.boxofficemojo.com/title/tt0112573/credits/
